fid,osm_id,osm_way_id,name,type,aeroway,amenity,admin_level,barrier,boundary,building,craft,geological,historic,land_area,landuse,leisure,man_made,military,natural,office,place,shop,sport,tourism,other_tags,name_2,keep_for_od,trip_category,feature_source
29172,,"1229634266",,,,parking,,,,,,,,,,,,,,,,,,,"""access""=>""private"",""parking""=>""surface""",Ħal Għaxaq,Yes,Others,polygon
29204,,"1356217847",,,,parking_space,,,,,,,,,,,,,,,,,,,,Ħal Għaxaq,Yes,Others,polygon
29205,,"1356217848",,,,parking_space,,,,,,,,,,,,,,,,,,,"""capacity""=>""2"",""parking_space""=>""disabled""",Ħal Għaxaq,Yes,Others,polygon
29214,,"1421966700",,,,parking_space,,,,,,,,,,,,,,,,,,,,Ħal Għaxaq,Yes,Others,polygon
29215,,"1421966701",,,,parking_space,,,,,,,,,,,,,,,,,,,,Ħal Għaxaq,Yes,Others,polygon
29216,,"1421966702",,,,parking_space,,,,,,,,,,,,,,,,,,,,Ħal Għaxaq,Yes,Others,polygon
29217,,"1421966703",,,,parking_space,,,,,,,,,,,,,,,,,,,,Ħal Għaxaq,Yes,Others,polygon
29218,,"1421966704",,,,parking_space,,,,,,,,,,,,,,,,,,,,Ħal Għaxaq,Yes,Others,polygon
29219,,"1421966705",,,,parking_space,,,,,,,,,,,,,,,,,,,,Ħal Għaxaq,Yes,Others,polygon
29220,,"1421966706",,,,parking_space,,,,,,,,,,,,,,,,,,,,Ħal Għaxaq,Yes,Others,polygon
29231,,"1430019942",,,,parking_space,,,,,,,,,,,,,,,,,,,,Ħal Għaxaq,Yes,Others,polygon
29261,,"16280556",San Vincenz,,,nursing_home,,,,,,,,,,,,,,,,,,,"""emergency""=>""no""",Ħal Luqa,Yes,Medical Purpose,polygon
29262,,"24263280",Main Car Park - Malta International Airport,,,parking,,,,,,,,,,,,,,,,,,,"""access""=>""yes"",""fee""=>""yes"",""operator""=>""Mallta International Airport"",""operator:type""=>""private"",""parking""=>""surface"",""supervised""=>""yes""",Ħal Luqa,Yes,Others,polygon
29263,,"24322541",Malta International Airport,,terminal,,,,,transportation,,,,,,,,,,,,,,,"""building:levels""=>""2"",""internet_access""=>""wlan"",""operator""=>""MIA"",""roof:levels""=>""2"",""roof:shape""=>""flat"",""website""=>""https://www.maltairport.com/""",Ħal Luqa,Yes,Others,polygon
29264,,"24322678",McDonald's Parking,,,parking,,,,,,,,,,,,,,,,,,,"""access""=>""yes"",""fee""=>""yes"",""operator""=>""Malta International Airport"",""operator:type""=>""private"",""parking""=>""surface""",Ħal Luqa,Yes,Others,polygon
29268,,"24610524",,,,parking,,,,,,,,,,,,,,,,,,,"""access""=>""customers"",""fee""=>""no"",""operator""=>""Lidl"",""parking""=>""surface""",Ħal Luqa,Yes,Others,polygon
29269,,"33281747",Taxi and Coaches Parking,,,parking,,,,,,,,,,,,,,,,,,,"""access""=>""designated"",""operator""=>""Malta International Airport"",""operator:type""=>""private"",""parking""=>""surface"",""psv""=>""yes""",Ħal Luqa,Yes,Others,polygon
29272,,"47359485",,,,parking,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
29278,,"55463205",PARK EAST,,,parking,,,,yes,,,,,,,,,,,,,,,"""access""=>""yes"",""fee""=>""yes"",""operator""=>""Mallta International Airport"",""operator:type""=>""private"",""parking""=>""multi-storey""",Ħal Luqa,Yes,Others,polygon
29280,,"136720264",,,,,,,,,,,,,,pitch,,,,,,,soccer,,"""lit""=>""yes"",""surface""=>""artificial_turf""",Ħal Luqa,Yes,Recreation,polygon
29282,,"136720276",,,,,,,,,,,,,,pitch,,,,,,,,,,Ħal Luqa,Yes,Recreation,polygon
29283,,"136720280",Civic Amenity Site - Ħal Luqa,,,recycling,,,,,,,,,,,,,,,,,,,"""recycling:batteries""=>""yes"",""recycling:cardboard""=>""yes"",""recycling:cartons""=>""yes"",""recycling:electrical_appliances""=>""yes"",""recycling:glass""=>""yes"",""recycling:green_waste""=>""yes"",""recycling:newspaper""=>""yes"",""recycling:paper""=>""yes"",""recycling:paper_packaging""=>""yes"",""recycling:plastic_bottles""=>""yes"",""recycling:small_appliances""=>""yes"",""recycling_type""=>""centre""",Ħal Luqa,Yes,Others,polygon
29286,,"137719000",Lidl,,,,,,,supermarket,,,,,,,,,,,,supermarket,,,"""addr:city""=>""Ħal Luqa"",""addr:country""=>""MT"",""addr:postcode""=>""LQA 1311"",""addr:street""=>""Triq il-Karmnu"",""brand""=>""Lidl"",""brand:wikidata""=>""Q151954"",""brand:wikipedia""=>""en:Lidl"",""opening_hours""=>""Su-We 07:00-19:00; Th-Sa 07:00-22:00"",""website""=>""https://www.lidl.com.mt/""",Ħal Luqa,Yes,Shopping,polygon
29287,,"138447199",Luqa Church,,,place_of_worship,,,,church,,,,,,,,,,,,,,,"""denomination""=>""roman_catholic"",""religion""=>""christian"",""wikidata""=>""Q15958508"",""wikimedia_commons""=>""Category:St. Andrew's Church, Luqa"",""wikipedia""=>""en:St Andrew's Parish Church, Luqa""",Ħal Luqa,Yes,Recreation,polygon
29288,,"138551281",McDonald's,,,fast_food,,,,yes,,,,,,,,,,,,,,,"""brand""=>""McDonald's"",""brand:wikidata""=>""Q38076"",""brand:wikipedia""=>""en:McDonald's"",""cuisine""=>""burger"",""takeaway""=>""yes"",""website""=>""https://mcdonalds.com.mt/location/mia/""",Ħal Luqa,Yes,Recreation,polygon
29289,,"138757876",Express Trailers,,,,,,,commercial,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Commuting to work,polygon
29291,,"139278486",Rental Car Park,,,parking,,,,,,,,,,,,,,,,,,,"""access""=>""customers"",""fee""=>""yes"",""operator""=>""Mallta International Airport"",""operator:type""=>""private"",""parking""=>""surface""",Ħal Luqa,Yes,Others,polygon
29292,,"139278494",,,,parking,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
29293,,"139278507",,,,parking,,,,,,,,,,,,,,,,,,,"""access""=>""yes"",""fee""=>""yes"",""parking""=>""surface""",Ħal Luqa,Yes,Others,polygon
29301,,"139885558",,,,parking,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
29309,,"150803060",,,,,,,,,,,,,,garden,,,,,,,,,,Ħal Luqa,Yes,Recreation,polygon
29314,,"151111776",,,,,,,,school,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Education,polygon
29321,,"151385224",,,,parking,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
29324,,"151385248",,,,parking,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
29327,,"154200736",,,,parking,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
29330,,"154323523",,,,parking,,,,,,,,,,,,,,,,,,,"""access""=>""yes"",""fee""=>""yes"",""parking""=>""surface""",Ħal Luqa,Yes,Others,polygon
29331,,"155210468",DHL,,,parking,,,,,,,,,,,,,,,,,,,"""parking""=>""surface""",Ħal Luqa,Yes,Others,polygon
29333,,"155288775",,,,parking,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
29334,,"155288789",,,,parking,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
29336,,"155294792",,,,parking,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
29346,,"198564463",DHL International Limited,,,post_office,,,,,,,,,,,,,,,,,,,"""addr:city""=>""Ħal Luqa"",""addr:country""=>""MT"",""addr:postcode""=>""LQA 3290"",""brand""=>""DHL"",""brand:wikidata""=>""Q489815"",""brand:wikipedia""=>""en:DHL"",""operator""=>""DHL"",""wikipedia""=>""es:Luqa""",Ħal Luqa,Yes,Personal Errands,polygon
29362,,"244167264",SkyParks Business Centre,,,,,,,commercial,,,,,,,,,,,,,,,"""building:levels""=>""5"",""roof:levels""=>""2"",""roof:shape""=>""flat"",""website""=>""https://www.skyparksbusiness.com/"",""wheelchair""=>""yes""",Ħal Luqa,Yes,Commuting to work,polygon
29363,,"254044316",,,,,,,,,,,,,,garden,,,,,,,,,,Ħal Luqa,Yes,Recreation,polygon
29364,,"254044317",,,,,,,,,,,,,,garden,,,,,,,,,,Ħal Luqa,Yes,Recreation,polygon
29365,,"254044318",,,,,,,,,,,,,,garden,,,,,,,,,,Ħal Luqa,Yes,Recreation,polygon
29366,,"254044388",,,,,,,,,,,,,,garden,,,,,,,,,,Ħal Luqa,Yes,Recreation,polygon
29372,,"275712205",Car Park 3,,,parking,,,,,,,,,,,,,,,,,,,"""access""=>""private"",""operator""=>""Mallta International Airport"",""operator:type""=>""private""",Ħal Luqa,Yes,Others,polygon
29375,,"292378911",Malta International Airport Fire Brigade,,,fire_station,,,,yes,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Personal Errands,polygon
29385,,"292378925",,,,,,,,office,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Commuting to work,polygon
29388,,"292380135",,,,,,,,transportation,,,,,,,,,,,,,,,"""building:levels""=>""1""",Ħal Luqa,Yes,Others,polygon
29390,,"292380137",,,,,,,,office,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Commuting to work,polygon
29394,,"292380141",,,,,,,,transportation,,,,,,,,,,,,,,,"""building:levels""=>""1""",Ħal Luqa,Yes,Others,polygon
29395,,"292380143",,,,,,,,transportation,,,,,,,,,,,,,,,"""building:levels""=>""1""",Ħal Luqa,Yes,Others,polygon
29396,,"292380145",,,,,,,,transportation,,,,,,,,,,,,,,,"""building:levels""=>""1""",Ħal Luqa,Yes,Others,polygon
29398,,"302905400",,,,,,,,,,,,,,park,,,,,,,,,,Ħal Luqa,Yes,Recreation,polygon
29399,,"302905402",,,,,,,,,,,,,,park,,,,,,,,,,Ħal Luqa,Yes,Recreation,polygon
29401,,"304216433",,,,parking,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
29402,,"304216438",,,,parking,,,,,,,,,,,,,,,,,,,"""parking""=>""surface""",Ħal Luqa,Yes,Others,polygon
29413,,"304707307",,,,parking,,,,,,,,,,,,,,,,,,,"""access""=>""private"",""parking""=>""surface""",Ħal Luqa,Yes,Others,polygon
29419,,"304713578",,,,parking,,,,,,,,,,,,,,,,,,,"""parking""=>""surface""",Ħal Luqa,Yes,Others,polygon
29424,,"304768240",,,,,,,,,,,,,,park,,,,,,,,,,Ħal Luqa,Yes,Recreation,polygon
29425,,"304768241",,,,,,,,,,,,,,park,,,,,,,,,,Ħal Luqa,Yes,Recreation,polygon
29426,,"304768242",,,,,,,,,,,,,,park,,,,,,,,,,Ħal Luqa,Yes,Recreation,polygon
29427,,"304768243",,,,,,,,,,,,,,park,,,,,,,,,,Ħal Luqa,Yes,Recreation,polygon
29437,,"304830793",,,,,,,,,,,,,,park,,,,,,,,,,Ħal Luqa,Yes,Recreation,polygon
29438,,"304830796",,,,parking,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
29439,,"304918039",,,,parking,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
29441,,"304920294",,,,parking,,,,,,,,,,,,,,,,,,,"""access""=>""private"",""parking""=>""surface""",Ħal Luqa,Yes,Others,polygon
29444,,"304922139",,,,parking,,,,,,,,,,,,,,,,,,,"""access""=>""yes"",""fee""=>""yes"",""parking""=>""surface""",Ħal Luqa,Yes,Others,polygon
29454,,"304958408",,,,parking,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
29456,,"304959278",,,,parking,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
29459,,"304960531",,,,parking,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
29460,,"304960532",,,,,,,,,,,,,,park,,,,,,,,,,Ħal Luqa,Yes,Recreation,polygon
29465,,"304960971",,,,parking,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
29466,,"304960973",,,,parking,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
29497,,"305069265",,,,parking,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
29499,,"305069267",,,,parking,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
29501,,"305069647",,,,parking,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
29502,,"305069649",,,,parking,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
29503,,"305069651",,,,parking,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
29506,,"305111557",,,,,,,,,,,,,,park,,,,,,,,,,Ħal Luqa,Yes,Recreation,polygon
29507,,"305111558",,,,,,,,,,,,,,park,,,,,,,,,,Ħal Luqa,Yes,Recreation,polygon
29508,,"305111559",,,,,,,,,,,,,,park,,,,,,,,,,Ħal Luqa,Yes,Recreation,polygon
29509,,"305111560",,,,,,,,,,,,,,park,,,,,,,,,,Ħal Luqa,Yes,Recreation,polygon
29530,,"341173361",,,,parking,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
29539,,"346795188",,,,parking,,,,,,,,,,,,,,,,,,,"""access""=>""private""",Ħal Luqa,Yes,Others,polygon
29547,,"346795203",,,,,,,,,,,,,,park,,,,,,,,,,Ħal Luqa,Yes,Recreation,polygon
29548,,"346795204",,,,,,,,,,,,,,park,,,,,,,,,,Ħal Luqa,Yes,Recreation,polygon
29549,,"346795206",,,,parking,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
29550,,"346895259",,,,,,,,,,,,,,park,,,,,,,,,,Ħal Luqa,Yes,Recreation,polygon
29552,,"346895265",,,,,,,,,,,,,,garden,,,,,,,,,,Ħal Luqa,Yes,Recreation,polygon
29554,,"346895272",,,,,,,,,,,,,,garden,,,,,,,,,,Ħal Luqa,Yes,Recreation,polygon
29555,,"360690321",,,,,,,,,,,,,,park,,,,,,,,,,Ħal Luqa,Yes,Recreation,polygon
29562,,"364282709",Santa Marija ta Loretu,,,place_of_worship,,,,chapel,,,,,,,,,,,,,,,"""denomination""=>""roman_catholic"",""religion""=>""christian""",Ħal Luqa,Yes,Recreation,polygon
29563,,"365469961",,,,parking,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
29567,,"366643460",Misraħ iż-Żgħażagħ,,,,,,,,,,,,,park,,,,,,,,,,Ħal Luqa,Yes,Recreation,polygon
29576,,"368337144",,,,parking,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
29584,,"368419681",Wesgħet Dun Joe M. Camilleri,,,,,,,,,,,,,park,,,,,,,,,,Ħal Luqa,Yes,Recreation,polygon
29609,,"391158955",,,,fuel,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Personal Errands,polygon
29673,,"401330807",Skola Primarja Luqa,,,school,,,,,,,,,,,,,,,,,,,"""college""=>""San Injazju"",""education_level""=>""primary"",""operator""=>""Gvern ta' Malta"",""operator:type""=>""government"",""operator:wikidata""=>""Q5589242""",Ħal Luqa,Yes,Education,polygon
29674,,"401330808",,,,,,,,school,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Education,polygon
29675,,"401330809",,,,,,,,school,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Education,polygon
29678,,"417591490",Enemalta Ħal Farruġ,,,,,,,commercial,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Commuting to work,polygon
29679,,"417591500",,,,,,,,commercial,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Commuting to work,polygon
29680,,"417591507",,,,,,,,commercial,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Commuting to work,polygon
29686,,"448520425",,,,,,,,retail,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Shopping,polygon
29715,,"479221951",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ħal Luqa,Yes,Recreation,polygon
29728,,"482969209",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ħal Luqa,Yes,Recreation,polygon
29744,,"514025934",,,,,,,,church,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Recreation,polygon
29754,,"529334006",,,,,,,,,,,,,,park,,,,,,,,,,Ħal Luqa,Yes,Recreation,polygon
29755,,"529334007",Shell,,,fuel,,,,,,,,,,,,,,,,,,,"""brand""=>""Shell"",""brand:wikidata""=>""Q110716465"",""brand:wikipedia""=>""en:Royal Dutch Shell""",Ħal Luqa,Yes,Personal Errands,polygon
29758,,"544701107",,,,place_of_worship,,,,chapel,,,,,,,,,,,,,,,"""denomination""=>""roman_catholic"",""religion""=>""christian""",Ħal Luqa,Yes,Recreation,polygon
29761,,"546975256",Carly's,,,,,,,yes,,,,,,,,,,,,stationery,,,,Ħal Luqa,Yes,Shopping,polygon
29765,,"546975263",Luqa Bocci Club,,,,,,,,,,,,,pitch,,,,,,,boules,,,Ħal Luqa,Yes,Recreation,polygon
29768,,"580374770",,,,parking,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
29778,,"613721398",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ħal Luqa,Yes,Recreation,polygon
29792,,"657400840",Canberra,,,,,,,,,,memorial,,,,,,,,,,,,"""description""=>""airplane"",""memorial""=>""war_memorial""",Ħal Luqa,Yes,Recreation,polygon
29802,,"682759042",F&A MAGRI,,,fuel,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Personal Errands,polygon
29828,,"781585045",,,,parking,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
29839,,"788496370",,,,,,,,,,,,,,pitch,,,,,,,soccer,,,Ħal Luqa,Yes,Recreation,polygon
29864,,"950037250",,,,parking,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
29865,,"950038038",,,,parking,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
29882,,"1102634816",,,,parking_space,,,,,,,,,,,,,,,,,,,"""access""=>""private""",Ħal Luqa,Yes,Others,polygon
29883,,"1102634817",,,,parking,,,,,,,,,,,,,,,,,,,"""access""=>""private""",Ħal Luqa,Yes,Others,polygon
29884,,"1102634818",,,,parking,,,,,,,,,,,,,,,,,,,"""access""=>""private""",Ħal Luqa,Yes,Others,polygon
29885,,"1102634820",,,,parking,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
29887,,"1102634822",,,,parking,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
29914,,"1102646528",,,,parking,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
29915,,"1102646534",,,,charging_station,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
29916,,"1102646535",,,,charging_station,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
29917,,"1110495550",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ħal Luqa,Yes,Recreation,polygon
29927,,"1137045107",Renergy,,,,,,,yes,,,,,,,,,,,,energy,,,,Ħal Luqa,Yes,Shopping,polygon
29940,,"1166308785",Executive Aviation Malta,,,,,,,yes,,,,,,,,,,company,,,,,,Ħal Luqa,Yes,Commuting to work,polygon
29967,,"1166321867",Gauci Fuels,,,fuel,,,,,,,,,,,,,,,,,,,"""brand""=>""Enemed"",""mobile""=>""+356 7996 7777"",""website""=>""https://www.gaucifuels.com/""",Ħal Luqa,Yes,Personal Errands,polygon
29969,,"1167884667",,,,parking,,,,,,,,,,,,,,,,,,,"""access""=>""private""",Ħal Luqa,Yes,Others,polygon
29994,,"1294940489",SkyParks Underground Car Park,,,parking,,,,,,,,,,,,,,,,,,,"""access""=>""customers"",""fee""=>""yes"",""layer""=>""-1"",""operator""=>""SkyParks Business Centre"",""operator:type""=>""private"",""parking""=>""underground""",Ħal Luqa,Yes,Others,polygon
29996,,"1299270603",,,,parking,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
30007,,"1312808157",,,,parking_space,,,,,,,,,,,,,,,,,,,"""capacity""=>""6""",Ħal Luqa,Yes,Others,polygon
30008,,"1315027222",,,,parking_space,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
30011,,"1315027226",,,,parking_space,,,,,,,,,,,,,,,,,,,"""capacity""=>""8""",Ħal Luqa,Yes,Others,polygon
30023,,"1315730686",,,,,,,,,,,,,,garden,,,,,,,,,,Ħal Luqa,Yes,Recreation,polygon
30028,,"1315730713",,,,parking_space,,,,,,,,,,,,,,,,,,,"""capacity""=>""4""",Ħal Luqa,Yes,Others,polygon
30029,,"1315730714",,,,parking_space,,,,,,,,,,,,,,,,,,,"""capacity""=>""4""",Ħal Luqa,Yes,Others,polygon
30030,,"1315730715",,,,parking_space,,,,,,,,,,,,,,,,,,,"""capacity""=>""4""",Ħal Luqa,Yes,Others,polygon
30039,,"1338852563",,,,,,,,,,,,,,garden,,,,,,,,,,Ħal Luqa,Yes,Recreation,polygon
30040,,"1338852564",,,,,,,,,,,,,,garden,,,,,,,,,,Ħal Luqa,Yes,Recreation,polygon
30041,,"1338852565",,,,,,,,,,,,,,garden,,,,,,,,,,Ħal Luqa,Yes,Recreation,polygon
30072,,"1338852596",,,,parking,,,,,,,,,,,,,,,,,,,"""parking""=>""street_side""",Ħal Luqa,Yes,Others,polygon
30073,,"1338852597",,,,parking,,,,,,,,,,,,,,,,,,,"""parking""=>""street_side""",Ħal Luqa,Yes,Others,polygon
30074,,"1338852598",,,,parking,,,,,,,,,,,,,,,,,,,"""parking""=>""street_side""",Ħal Luqa,Yes,Others,polygon
30104,,"1338852628",,,,parking,,,,,,,,,,,,,,,,,,,"""parking""=>""street_side""",Ħal Luqa,Yes,Others,polygon
30137,,"1341769223",,,,parking_space,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
30138,,"1341769224",,,,parking_space,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
30141,,"1341769723",,,,parking_space,,,,,,,,,,,,,,,,,,,"""capacity""=>""3""",Ħal Luqa,Yes,Others,polygon
30142,,"1341769724",,,,parking_space,,,,,,,,,,,,,,,,,,,"""capacity""=>""2""",Ħal Luqa,Yes,Others,polygon
30149,,"1346555771",,,,parking_space,,,,,,,,,,,,,,,,,,,"""capacity""=>""18""",Ħal Luqa,Yes,Others,polygon
30150,,"1346555772",,,,parking_space,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
30151,,"1346555773",,,,parking_space,,,,,,,,,,,,,,,,,,,"""parking_space""=>""disabled""",Ħal Luqa,Yes,Others,polygon
30162,,"1356650401",,,,parking_space,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
30163,,"1356650402",,,,parking_space,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
30164,,"1356650403",,,,parking_space,,,,,,,,,,,,,,,,,,,"""parking_space""=>""disabled""",Ħal Luqa,Yes,Others,polygon
30165,,"1356650404",,,,parking_space,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
30166,,"1356650405",,,,parking_space,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
30167,,"1356650406",,,,parking_space,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
30168,,"1356650407",,,,parking_space,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
30169,,"1356650408",,,,parking_space,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
30170,,"1356650409",,,,parking_space,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
30171,,"1356650410",,,,parking_space,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
30172,,"1356650411",,,,parking_space,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
30173,,"1356650413",,,,parking_space,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
30174,,"1356650415",,,,parking_space,,,,,,,,,,,,,,,,,,,"""parking_space""=>""disabled""",Ħal Luqa,Yes,Others,polygon
30175,,"1356650418",,,,parking_space,,,,,,,,,,,,,,,,,,,"""parking_space""=>""disabled""",Ħal Luqa,Yes,Others,polygon
30176,,"1356650420",,,,parking_space,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
30177,,"1356650421",,,,parking_space,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
30178,,"1356650422",,,,parking_space,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
30185,,"1356846680",,,,parking_space,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
30186,,"1356846681",,,,parking_space,,,,,,,,,,,,,,,,,,,"""parking_space""=>""disabled""",Ħal Luqa,Yes,Others,polygon
30195,,"1356870824",,,,parking_space,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
30196,,"1356870825",,,,parking_space,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
30197,,"1356870826",,,,parking_space,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
30199,,"1356870829",,,,parking_space,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
30202,,"1356880735",,,,parking_space,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
30203,,"1356880736",,,,parking_space,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
30204,,"1356896154",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ħal Luqa,Yes,Recreation,polygon
30226,,"1380921248",,,,parking_space,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
30227,,"1380921249",,,,parking_space,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
30231,,"1415645128",,,,parking_space,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
30235,,"1415645132",,,,parking_space,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
30241,,"1416239452",,,,parking_space,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
30242,,"1416239453",,,,parking_space,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
30243,,"1416239454",,,,parking_space,,,,,,,,,,,,,,,,,,,"""access""=>""yes"",""parking_space""=>""normal""",Ħal Luqa,Yes,Others,polygon
30244,,"1416239455",,,,parking_space,,,,,,,,,,,,,,,,,,,"""access""=>""yes"",""parking_space""=>""normal""",Ħal Luqa,Yes,Others,polygon
30245,,"1416239456",,,,parking_space,,,,,,,,,,,,,,,,,,,"""access""=>""yes"",""parking_space""=>""normal""",Ħal Luqa,Yes,Others,polygon
30246,,"1416239461",,,,parking_space,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
30249,,"1416239464",,,,parking_space,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
30252,,"1416252048",,,,,,,,,,,,,,pitch,,,,,,,basketball,,,Ħal Luqa,Yes,Recreation,polygon
30256,,"1416291147",,,,parking_space,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
30257,,"1416291148",,,,parking_space,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
30263,,"1416460852",,,,parking_space,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
30264,,"1416460853",,,,parking_space,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
30265,,"1416460854",,,,parking_space,,,,,,,,,,,,,,,,,,,,Ħal Luqa,Yes,Others,polygon
